date,retweet_count,favorite_count,tweets_published,month,year
2020-05-14,356,2299,1,MAY,2020
2020-06-13,331,2832,1,JUN,2020
2020-06-29,137,745,1,JUN,2020
2020-07-04,296,2835,1,JUL,2020
2020-07-08,103,468,1,JUL,2020
2020-07-09,295,2915,1,JUL,2020
2020-07-17,84,595,8,JUL,2020
2020-07-31,267,2730,1,JUL,2020
2020-08-04,232,2534,1,AUG,2020
2020-08-10,54,317,1,AUG,2020
2020-08-12,281,2675,1,AUG,2020
2020-08-18,279,2428,1,AUG,2020
2020-08-21,58,328,1,AUG,2020
2020-08-31,268,2336,1,AUG,2020
2020-09-01,56,263,1,SEP,2020
2020-09-02,81,570,1,SEP,2020
2020-09-12,46,232,1,SEP,2020
2020-09-13,23,122,1,SEP,2020
2020-09-15,14,93,1,SEP,2020
2020-09-16,18,95,1,SEP,2020
2020-09-18,12,124,1,SEP,2020
2020-09-19,12,96,1,SEP,2020
2020-09-23,10,84,1,SEP,2020
2020-09-26,15,115,1,SEP,2020
2020-09-29,18,100,1,SEP,2020
2020-10-01,373,2149,1,OCT,2020
2020-10-05,210,1744,1,OCT,2020
2020-10-10,20,141,1,OCT,2020
2020-10-11,17,88,1,OCT,2020
2020-10-12,152,1038,1,OCT,2020
2020-10-14,69,378,1,OCT,2020
2020-10-16,15,98,1,OCT,2020
2020-10-18,18,105,1,OCT,2020
2020-10-20,21,121,1,OCT,2020
2020-10-21,32,253,1,OCT,2020
2020-10-22,107,926,1,OCT,2020
2020-10-24,10,107,1,OCT,2020
2020-10-27,166,1658,1,OCT,2020
2020-10-29,457,3364,4,OCT,2020
2020-10-30,214,1858,2,OCT,2020
2020-10-31,216,1966,2,OCT,2020
2020-11-12,44,317,1,NOV,2020
2020-11-17,157,1688,1,NOV,2020
2020-11-19,86,915,1,NOV,2020
2020-11-20,109,1260,1,NOV,2020
2020-11-23,12,73,1,NOV,2020
2020-11-24,18,121,1,NOV,2020
2020-11-25,77,682,2,NOV,2020
2020-11-26,454,4648,3,NOV,2020
2020-11-27,15,112,1,NOV,2020
